,E_KOORD,N_KOORD,latitude,longitude,user_id,cluster,distance_center
0,2541224,1155506,46.548256942804926,6.672284119188835,123204,0,0.10688456654197172
1,2541270,1155523,46.5484138993994,6.672881690639269,44239,0,0.13656090563489912
2,2541235,1155637,46.54943627548924,6.672410857019294,64285,0,0.10761168999780688
3,2541204,1156260,46.555037538943445,6.67192731695698,67628,1,0.5958159692549496
4,2541219,1156377,46.55609129083417,6.67210800456463,41603,1,0.6443437349334211
5,2541124,1155575,46.54886881821564,6.670971548783709,148552,0,0.02121255588727402
6,2541174,1155511,46.548297525062466,6.671631597017402,64855,0,0.0730045993723814
7,2541189,1155511,46.54829884352493,6.671827162669214,150890,0,0.08015365192560694
8,2541145,1155578,46.54889765104839,6.671244961066632,147428,0,0.0
9,2541151,1155899,46.55178562607969,6.67128226275604,156766,0,0.32104601847266556
10,2541130,1156460,46.55683006419371,6.670936893249341,85115,1,0.6028165512116201
11,2541093,1155502,46.54820944308743,6.67057669114762,168617,0,0.09208398735226812
12,2541024,1155555,46.548680109070816,6.6696703195927585,201164,0,0.1231627829919631
13,2541011,1155592,46.54901178418873,6.669496099990573,147032,0,0.13472529400828334
14,2541036,1155888,46.55167655532284,6.669784235101765,137060,0,0.3285945300040418
15,2541075,1155821,46.55107731506271,6.670301290871688,48512,0,0.25287358970643553
16,2540924,1155950,46.55222437632039,6.668315985488251,81571,0,0.43268191524020766
17,2540938,1156101,46.55358388120405,6.668479203530041,203441,1,0.3190281572958329
18,2540902,1156264,46.555046913225034,6.667988927868741,124429,1,0.30835728248005007
19,2540895,1155836,46.551196367223476,6.667952462898844,73479,0,0.3592439836662955
20,2540853,1155870,46.551498491409035,6.667400493157113,172261,2,0.3087252985847319
21,2540824,1156430,46.556533215121505,6.666950574425581,7993,1,0.3564409136971161
22,2540737,1155873,46.55151521315722,6.665887645298881,24222,2,0.19375697034784004
23,2540704,1155958,46.55227687787585,6.6654464557231865,178300,2,0.16387911355390192
24,2540701,1156048,46.553086176007696,6.665395776563126,69103,1,0.1196668275776644
25,2540704,1156149,46.553994952540855,6.6654219168990725,145789,1,0.08386046774918482
26,2540795,1156277,46.555154390788545,6.666592052111426,170811,1,0.22332247160169122
27,2540720,1156296,46.55531865804811,6.665611660180702,13577,1,0.18729607325095407
28,2540719,1156334,46.55566038532103,6.665593739527533,201784,1,0.22002270627529394
29,2540773,1156404,46.556294828441885,6.666288887382275,168897,1,0.3072249042212115
30,2540679,1155888,46.551645001086875,6.665129485970702,112278,2,0.13398481240823804
31,2540696,1156031,46.55293281523248,6.665332766667415,48003,1,0.12984603663954333
32,2540632,1156153,46.554024548609306,6.664482589293457,98088,1,0.01941588305919131
33,2540689,1156169,46.554173526159644,6.665223760574724,120325,1,0.07515088436077272
34,2540617,1156149,46.55398723690461,6.664287517809739,102959,1,0.012648727643860559
35,2540601,1156104,46.55358103479717,6.664084684307898,32037,1,0.03858635898691786
36,2540621,1156137,46.55387965004959,6.664341217993058,23263,1,0.0
37,2540635,1156163,46.55411476632597,6.6645204202307315,579,1,0.029528725652938338
38,2540639,1156193,46.55438497582567,6.664568717976526,171106,1,0.05881993482105346
39,2540644,1156132,46.55383671500328,6.664641759022133,88302,1,0.023536509484813926
40,2540690,1156335,46.55566681042435,6.665215466299827,150001,1,0.20967181677928995
41,2540554,1155571,46.54878244374502,6.663540498481322,127898,2,0.3400614213508077
42,2540505,1155786,46.5507120470451,6.662873934231863,149325,2,0.13186320605879345
43,2540560,1155967,46.5523450578213,6.66356773036138,92660,2,0.057487329159308445
44,2540547,1155911,46.55184017427395,6.663405441039814,146775,2,0.0
45,2540577,1155920,46.55192379553483,6.663795438839443,50268,2,0.03131996478947351
46,2540577,1155905,46.55178886822522,6.663797370008567,77492,2,0.030593206247777473
47,2540528,1156090,46.55344861819653,6.663134643640846,101697,1,0.10419853922976634
48,2540533,1156437,46.55657038033173,6.663155125610051,37169,1,0.3126309340845983
49,2540423,1155656,46.54953538138089,6.661821574777856,65644,2,0.28354174339481675
50,2540424,1155758,46.55045297596635,6.661821447913871,104284,2,0.19630480417484752
51,2540412,1155704,46.549966169241394,6.661671960454745,127087,2,0.2471237499833855
52,2540401,1155833,46.55112556419451,6.661511884969824,43962,2,0.16552434147418088
53,2540470,1155926,46.551968255556645,6.662399538211632,201146,2,0.07844509944678865
54,2540447,1155956,46.55223606348133,6.662095780090478,104661,2,0.10965531212976778
55,2540459,1156080,46.55335253022155,6.662236247206852,131820,1,0.17173004452311078
56,2540411,1156153,46.55400490319561,6.66160095423617,181782,1,0.21060239204554546
57,2540474,1156142,46.55391156424306,6.662423834355487,39833,1,0.14708063597794208
58,2540498,1156299,46.555325937758475,6.662716529627245,57731,1,0.20339750690870992
59,2540370,1155576,46.5488110483644,6.661140895704234,147700,2,0.37887322074353824
60,2540371,1155669,46.54964768661167,6.661141919931217,53925,2,0.29922291599475537
61,2540384,1156129,46.553786614467285,6.66125199956263,87237,1,0.2371279066217134
62,2540399,1156376,46.55600975283836,6.661415685982461,71366,1,0.3261881717687388
63,2540337,1156352,46.55578834345806,6.660610336750005,107227,1,0.35619313607869685
64,2540397,1156307,46.55538890934807,6.661398518448402,144176,1,0.2811962895842867
